st,016064,16  ,GRANITE DOWNS                           ,01/1965,09/1996,-26.9383, 133.4967,               ,SA , 400.0,      ,     ,1965,1992, 95, 99,  0,  0,  *,  0,#
st,016065,16  ,ANDAMOOKA                               ,01/1965,       ,-30.4490, 137.1692,GPS            ,SA ,  76.0,      ,95660,1965,2011, 98, 98,  2,  0,  *,  0,#
st,016066,16  ,MIRIKATA                                ,01/1960,12/1980,-29.8767, 135.2464,               ,SA , 204.0,      ,     ,1960,1980, 90, 99,  0,  0,  *,  0,#
st,016067,16  ,MOUNT IVE                               ,01/1881,       ,-32.4398, 136.0671,GPS            ,SA , 213.0,      ,     ,1881,2011, 31, 98,  2,  0,  1,  0,#
st,016070,16  ,ARLCOODABY                              ,01/1894,12/1903,-31.1450, 134.9667,               ,SA , 160.0,      ,     ,1894,1903, 72, 99,  0,  0,  1,  0,#
st,016071,16  ,ANDAMOOKA HOMESTEAD                     ,01/1880,12/1907,-30.7300, 137.2000,               ,SA ,  80.0,      ,     ,1905,1907, 91, 99,  0,  0,  *,  0,#
st,016072,16  ,TAR 340 MILE                            ,01/1926,12/1938,-30.6683, 134.1467,               ,SA , 180.0,      ,     ,1926,1938, 99, 99,  0,  0,  1,  0,#
st,016073,16  ,FREGON                                  ,01/1969,04/1989,-26.7642, 132.0250,               ,SA , 500.0,      ,     ,1969,1989, 84, 99,  0,  0,  *,  0,#
st,016074,16  ,GAWLER RANGES (YARNA)                   ,01/1969,02/1990,-32.0525, 135.1250,               ,SA , 305.0,      ,     ,1969,1990, 95, 99,  0,  0,  *,  0,#
st,016075,16  ,WOOMERA (MOUNT GUNSON)                  ,01/1970,12/2003,-31.4382, 137.1778,GPS            ,SA ,  79.2,      ,     ,1970,2003, 52, 99,  0,  0,  *,  0,#
st,016076,16  ,WALLATINNA HOMESTEAD                    ,01/1943,12/1956,-27.4139, 133.3269,               ,SA , 330.0,      ,     ,1943,1956, 99, 99,  0,  0,  1,  0,#
st,016078,16  ,LYONS SDG (TAR 354 MILE)                ,01/1940,12/1982,-30.6367, 133.9392,               ,SA , 156.0,      ,     ,1940,1982, 99, 99,  0,  0,  1,  0,#
st,016081,16  ,LAKE TORRENS                            ,01/1973,12/1980,-31.8953, 137.7144,               ,SA ,  31.0,      ,     ,1973,1980, 49, 99,  0,  0,  *,  0,#
st,016082,16  ,MOUNT BARRY STATION                     ,12/1980,       ,-28.2415, 134.9899,GPS            ,SA , 130.0,      ,     ,1980,2011, 92, 97,  3,  0,  *,  0,#
st,016083,16  ,HAMILTON STATION                        ,01/1931,       ,-26.7134, 135.0782,GPS            ,SA , 170.0,      ,     ,1931,2010, 89, 99,  1,  0,  *,  0,#
st,016084,16  ,GLENDAMBO                               ,09/1982,       ,-30.9693, 135.7508,GPS            ,SA , 150.0,      ,     ,1982,2011, 84, 97,  3,  0,  *,  0,#
st,016085,16  ,MARLA POLICE STATION                    ,08/1985,       ,-27.3002, 133.6201,GPS            ,SA , 323.0, 324.0,94477,1985,2011, 96, 96,  4,  0,  *,  0,#
st,016086,16  ,MOONAREE (KANGAROO WELL)                ,02/1986,       ,-31.7646, 135.6494,GPS            ,SA , 275.0,      ,     ,1986,2011, 99, 97,  3,  0,  *,  0,#
st,016087,16  ,COOBER PEDY (INGOMAR)                   ,04/1956,       ,-29.6403, 134.7870,GPS            ,SA , 146.0,      ,     ,1956,2011, 97, 98,  1,  0,  1,  0,#
st,016088,16  ,MINTABIE                                ,02/1992,       ,-27.3150, 133.2979,GPS            ,SA , 335.0,      ,     ,1992,2011, 99, 96,  4,  0,  *,  0,#
st,016089,16  ,ROXBY DOWNS (OLYMPIC DAM)               ,06/1992,07/1997,-30.4494, 136.8703,               ,SA , 103.6, 104.6,     ,1992,1997, 96, 98,  1,  0,  *,  0,#
st,016090,16  ,COOBER PEDY AIRPORT                     ,06/1994,       ,-29.0347, 134.7222,GPS            ,SA , 225.0, 226.0,95458,1994,2011, 94,  *, 99,  0,  0,  0,#
st,016091,16  ,CADNEY PARK                             ,11/1993,12/2003,-27.9069, 134.0546,GPS            ,SA , 288.0,      ,     ,1993,2002, 68, 99,  0,  0,  *,  0,#
st,016092,16  ,PORT AUGUSTA ARID LANDS                 ,10/1994,07/2001,-32.4783, 137.7386,               ,SA ,  18.5,  19.0,     ,1995,2001, 92,  0,100,  0,  0,  0,#
st,016093,16  ,CADNEY PARK (ARCKARINGA STATION)        ,01/1955,       ,-27.9375, 134.7390,GPS            ,SA , 150.0,      ,     ,1955,2008, 82, 99,  0,  0,  *,  0,#
st,016094,16  ,COPPER HILLS STATION                    ,09/1994,12/2005,-27.9555, 134.3156,GPS            ,SA , 250.0,      ,     ,1994,2005, 87, 99,  *,  0,  *,  0,#
st,016095,16  ,TIEYON                                  ,01/1995,       ,-26.2085, 133.8545,GPS            ,SA , 390.0,      ,     ,1995,2011,100, 95,  5,  0,  *,  0,#
st,016096,16  ,ROXBY DOWNS (OLYMPIC DAM AERODROME)     ,11/1997,       ,-30.4829, 136.8772,GPS            ,SA ,  98.5,  99.7,95658,1997,2011, 96,  0,100,  0,  0,  0,#
st,016097,16  ,ERNABELLA (PUKATJA)                     ,07/1997,       ,-26.2635, 132.1771,GPS            ,SA , 703.2, 703.5,94474,1997,2011, 80,  2, 98,  0,  0,  0,#
st,016098,16  ,TARCOOLA AERO                           ,09/1997,       ,-30.7051, 134.5786,GPS            ,SA , 123.0, 123.6,94655,1997,2011, 98, 63, 37,  0,  *,  0,#
st,016099,16  ,PIPALYATJARA                            ,09/2004,       ,-26.1619, 129.1647,GPS            ,SA , 630.0,      ,     ,2004,2011, 49, 90, 10,  0,  *,  0,#
st,016100,16  ,LAMBINA                                 ,01/2006,       ,-26.9086, 134.0580,GPS            ,SA , 280.0,      ,     ,2006,2010, 93, 91,  9,  0,  *,  0,#
st,017000,17  ,ABMINGA RAILWAY SIDING                  ,01/1939,12/1980,-26.1317, 134.8517,               ,SA , 217.0,      ,     ,1939,1980, 94, 99,  0,  0,  *,  0,#
st,017001,17  ,ALBERGA                                 ,01/1930,12/1979,-27.2000, 135.4333,               ,SA , 118.0,      ,     ,1930,1979, 92, 99,  0,  0,  *,  0,#
st,017002,17  ,ALBERRIE CREEK                          ,01/1930,12/1977,-29.6267, 137.5367,               ,SA ,  27.0,      ,     ,1930,1977, 79, 99,  0,  0,  1,  0,#
st,017003,17  ,ANGORICHINA HOSTEL                      ,01/1866,12/1977,-31.1281, 138.5594,               ,SA , 320.0,      ,     ,1867,1977, 41, 99,  0,  0,  1,  0,#
st,017004,17  ,ANNA CREEK                              ,01/1883,       ,-28.8921, 136.1688,GPS            ,SA , 105.0,      ,     ,1883,2011, 89, 99,  1,  0,  *,  0,#
st,017005,17  ,LEIGH CREEK AERO                        ,01/1952,12/1982,-30.4667, 138.4075,               ,SA , 194.0, 193.0,     ,1952,1982, 79,100,  0,  0,  0,  0,#
st,017006,17  ,APOLLINARIS WELL                        ,01/1925,12/1953,-29.9267, 138.7517,               ,SA , 123.0,      ,     ,1925,1953, 31, 99,  0,  0,  *,  0,#
st,017007,17  ,OODNADATTA (ALLANDALE)                  ,01/1909,       ,-27.6286, 135.5879,GPS            ,SA , 137.0,      ,     ,1909,2009, 32, 99,  0,  0,  1,  0,#
st,017008,17  ,ARROWIE                                 ,01/1876,12/1949,-30.8536, 139.2933,               ,SA , 110.0,      ,     ,1876,1949, 91, 99,  0,  0,  *,  0,#
st,017009,17  ,AVONDALE                                ,01/1898,12/1953,-30.2314, 138.4511,               ,SA , 150.0,      ,     ,1898,1953, 62, 99,  0,  0,  1,  0,#
st,017010,17  ,GAMMON RANGES (BALCANOONA)              ,11/1944,       ,-30.5328, 139.3029,GPS            ,SA , 180.0,      ,     ,1944,2009, 93, 99,  *,  0,  1,  0,#
st,017011,17  ,BELTANA                                 ,01/1874,12/1985,-30.8133, 138.4133,MAP 1:50 000   ,SA , 236.2,      ,     ,1874,1985, 91, 99,  0,  0,  1,  0,#
st,017012,17  ,BELTANA STATION                         ,01/1872,       ,-30.8246, 138.3822,GPS            ,SA , 230.0,      ,     ,1872,2010, 63, 99,  *,  0,  *,  0,#
st,017013,17  ,BERESFORD                               ,01/1930,12/1978,-29.2431, 136.6581,               ,SA ,  27.0,      ,     ,1930,1977, 79, 99,  0,  0,  *,  0,#
st,017014,17  ,BLINMAN                                 ,01/1874,       ,-31.0939, 138.6786,GPS            ,SA , 615.7,      ,     ,1874,2011, 91, 98,  1,  0,  1,  0,#
st,017015,17  ,BRACHINA SIDING                         ,01/1950,12/1980,-31.3394, 138.4111,               ,SA , 128.0,      ,     ,1950,1980, 90, 99,  0,  0,  1,  0,#
st,017016,17  ,CLIFTON HILLS                           ,01/1894,       ,-27.0181, 138.8949,GPS            ,SA ,  32.0,      ,     ,1894,2010, 66, 99,  *,  0,  *,  0,#
st,017017,17  ,COMMODORE                               ,01/1910,       ,-31.2531, 138.3892,GPS            ,SA , 105.0,      ,     ,1910,2011, 94, 99,  1,  0,  *,  0,#
st,017018,17  ,COPLEY                                  ,01/1883,12/1963,-30.5564, 138.4222,               ,SA , 235.0,      ,     ,1884,1963, 92, 99,  0,  0,  1,  0,#
st,017019,17  ,CORDILLO DOWNS                          ,01/1883,       ,-26.7061, 140.6261,GPS            ,SA ,  71.0,      ,     ,1883,2009, 84, 99,  *,  0,  *,  0,#
st,017020,17  ,MUNGERANIE (COWARIE)                    ,01/1881,       ,-27.7017, 138.3361,GPS            ,SA ,   7.0,      ,     ,1881,2010, 63, 99,  1,  0,  *,  0,#
st,017021,17  ,COWARD SPRINGS                          ,01/1897,12/1977,-29.4025, 136.8108,               ,SA ,  16.0,      ,     ,1897,1977, 78, 99,  0,  0,  *,  0,#
st,017022,17  ,MOOMBA (TANTANNA)                       ,11/2001,       ,-28.1696, 139.6105,GPS            ,SA ,  20.0,      ,     ,2002,2011, 84, 94,  5,  0,  1,  0,#
st,017023,17  ,EDWARDS CREEK                           ,01/1930,12/1980,-28.3325, 135.8483,               ,SA , 126.0,      ,     ,1929,1980, 91, 99,  0,  0,  1,  0,#
st,017024,17  ,MARREE (FARINA)                         ,01/1879,       ,-30.0660, 138.2739,GPS            ,SA ,  91.0,      ,     ,1879,2011, 83, 99,  1,  0,  1,  0,#
st,017025,17  ,FINNISS SPRINGS                         ,01/1920,12/1971,-29.7450, 137.5050,               ,SA ,  55.0,      ,     ,1920,1971, 90, 99,  0,  0,  1,  0,#
st,017026,17  ,MOOMBA (DARALINGIE)                     ,11/2001,       ,-28.3724, 139.9724,GPS            ,SA ,  30.0,      ,     ,2002,2010, 64, 99,  0,  0,  1,  0,#
st,017027,17  ,INNAMINCKA POLICE CAMP                  ,01/1883,12/1952,-27.8000, 140.7333,               ,SA ,      ,      ,     ,1883,1948, 98, 99,  0,  0,  *,  0,#
st,017028,17  ,INNAMINCKA STATION                      ,01/1882,       ,-27.7240, 140.7633,GPS            ,SA ,  53.0,      ,     ,1882,2011, 92, 99,  1,  0,  *,  0,#
st,017029,17  ,LYNDHURST POST OFFICE                   ,01/1902,12/1989,-30.2867, 138.3458,               ,SA , 125.0,      ,     ,1902,1984, 72, 99,  0,  0,  *,  0,#
st,017030,17  ,MACUMBA                                 ,01/1891,       ,-27.2547, 135.6480,GPS            ,SA , 120.0,      ,     ,1891,2011, 55, 99,  1,  0,  *,  0,#
st,017031,17  ,MARREE COMPARISON                       ,01/1885,       ,-29.6481, 138.0637,GPS            ,SA ,  50.0,  51.2,94480,1885,2011, 99, 99,  1,  0,  *,  0,#
st,017032,17  ,BLINMAN (MOOLOOLOO)                     ,01/1947,       ,-30.9904, 138.5787,GPS            ,SA , 460.0,      ,     ,1947,2011, 99, 98,  1,  0,  1,  0,#
st,017033,17  ,MOUNT DUTTON                            ,01/1929,12/1980,-27.8150, 135.7150,               ,SA ,  90.0,      ,     ,1929,1979, 84, 99,  0,  0,  *,  0,#
st,017034,17  ,MOUNT LYNDHURST                         ,01/1878,06/2002,-30.1828, 138.7093,GPS            ,SA , 215.0,      ,     ,1878,2001, 37, 99,  0,  0,  *,  0,#
st,017035,17  ,GAMMON RANGES (MOUNT SERLE)             ,01/1947,01/1991,-30.5439, 138.8558,               ,SA , 520.0,      ,     ,1917,1991, 69, 99,  0,  0,  1,  0,#
st,017036,17  ,LAKE EYRE (MULKA)                       ,01/1917,01/2006,-28.3525, 138.6534,GPS            ,SA ,  58.0,      ,     ,1917,2006, 90, 99,  0,  0,  *,  0,#
st,017037,17  ,MULOORINA STATION (MULOORINA HOMESTEAD) ,01/1881,       ,-29.2390, 137.9058,GPS            ,SA ,   3.0,      ,     ,1881,2011, 65, 99,  1,  0,  *,  0,#
st,017038,17  ,MARREE (MUNDOWDNA)                      ,01/1944,       ,-29.7331, 138.2329,GPS            ,SA ,  70.0,      ,     ,1944,2010, 40, 99,  1,  0,  *,  0,#
st,017039,17  ,MARREE (MURNPEOWIE)                     ,01/1893,07/1999,-29.5911, 139.0497,               ,SA , 100.0,      ,     ,1893,1984, 70, 99,  0,  0,  *,  0,#
st,017040,17  ,COPLEY (MYRTLE SPRINGS)                 ,01/1897,11/2000,-30.4514, 138.2156,               ,SA , 170.0,      ,     ,1897,1999, 83, 99,  0,  0,  *,  0,#
st,017041,17  ,BLINMAN (NARRINA)                       ,01/1937,       ,-30.9372, 138.8919,GPS            ,SA , 438.0,      ,     ,1937,2011, 90, 99,  1,  0,  *,  0,#
st,017042,17  ,NEPABUNNA MISSION                       ,01/1939,12/1975,-30.5867, 138.9833,               ,SA , 460.0,      ,     ,1939,1975, 92, 99,  0,  0,  1,  0,#
st,017043,17  ,OODNADATTA AIRPORT                      ,01/1939,       ,-27.5553, 135.4456,GPS            ,SA , 116.5, 117.0,94476,1939,2011, 85, 75, 25,  0,  *,  0,#
st,017044,17  ,OODNADATTA POST OFFICE                  ,01/1892,12/1941,-27.5458, 135.4433,               ,SA , 117.0,      ,     ,1891,1941, 91,100,  0,  0,  0,  0,#
st,017045,17  ,PANDIE PANDIE                           ,01/1949,       ,-26.1317, 139.3850,               ,SA ,  40.0,      ,     ,1949,2011, 14, 96,  4,  0,  *,  0,#
st,017046,17  ,PARACHILNA                              ,01/1930,12/1980,-31.1339, 138.3947,               ,SA , 142.0,      ,     ,1930,1980, 97, 99,  0,  0,  1,  0,#
st,017047,17  ,PEDIRKA                                 ,01/1930,12/1980,-26.6567, 135.2067,               ,SA , 162.0,      ,     ,1930,1979, 76, 99,  0,  0,  *,  0,#
st,017048,17  ,GAMMON RANGES (UMBERATANA)              ,01/1886,10/2008,-30.2402, 139.1300,GPS            ,SA , 525.0,      ,     ,1886,2008, 86, 99,  0,  0,  1,  0,#
st,017049,17  ,GAMMON RANGES (ARCOONA BLUFF)           ,04/2003,       ,-30.4291, 138.9808,GPS            ,SA , 780.0,      ,     ,2003,2011, 91,  0,100,  0,  0,  0,#
st,017050,17  ,WARRINA                                 ,01/1891,12/1930,-28.2000, 135.8333,               ,SA ,      ,      ,     ,1891,1930, 81, 99,  0,  0,  1,  0,#
st,017051,17  ,WARRAWEENA                              ,01/1930,       ,-30.7675, 138.6359,GPS            ,SA , 447.0,      ,     ,1930,2009, 38, 99,  0,  0,  1,  0,#
